croissance,reduction,gain,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
-2.0,10.0,1.0,1.0,0.9654402021525017,0.9307301497249925,0.8784111500000046,0.83145667931,0.7787565176249985,0.7311293370624996,0.6760861600174966,0.6323142780350018,0.5953625359825018,0.5587307038350037,0.5327426634349964,0.4988884174275017,0.4657156792250013,0.4333662481900017,0.39435077206500124,0.3532325307875015,0.31423543960749895,0.27922657030249926,0.24618184468250018,0.21577727771750077,0.18568387845000006,0.15371217511499882,0.12733993544999966,0.10219233432500018,0.07900430804749956
-2.0,10.0,1.5,1.0,0.9651096502100026,0.9297064726574917,0.8770553927524997,0.8294517532249988,0.7759899101475,0.7272402866875,0.6718077216050026,0.6273189466599987,0.5898580040500008,0.5523594892275004,0.5262086976650007,0.49338848167750216,0.4601272568050013,0.4285203503175003,0.3893634959275007,0.3479224045625017,0.3094226079349985,0.274461097345001,0.2413874890800007,0.21083067520500098,0.1812501634199997,0.14931756578499897,0.12331050552000047,0.09860052598499998,0.07574875454249987
-2.0,10.0,2.0,1.0,0.964673027,0.928526198,0.874366723,0.825613193,0.770596354,0.71996531,0.663371266,0.614709426,0.577089414,0.538342191,0.51264395,0.480697738,0.447365447,0.417699438,0.379995986,0.340299208,0.30288945,0.268691848,0.236542575,0.206179335,0.177209505,0.145874107,0.119982831,0.095575139,0.07265838
-2.0,10.0,2.5,1.0,0.9647767982800032,0.9288019310899938,0.8753085974499993,0.8269584303274988,0.7724238333649993,0.7221302723074988,0.6658526180700037,0.6189455859399982,0.5816877537124999,0.5437853102749998,0.5179351441175011,0.4861417235000028,0.45217841839750095,0.42120212321000033,0.3833690879975006,0.3432166022175012,0.3047057323924987,0.26980897556250083,0.23760007280250053,0.20734147467000105,0.17837018710499955,0.14710127005999935,0.12112632800750052,0.09650571531000006,0.07381179215999999
-2.0,10.0,3.0,1.0,0.9645468505600031,0.9281058129474978,0.8737675245400021,0.824698105962499,0.7688500517774964,0.7176544429699971,0.6601399411875025,0.6123996449050009,0.5757789589999978,0.5376589679350008,0.5112513022750013,0.47854251506750317,0.44525025192999984,0.4149130707700014,0.37804783592000013,0.3377586802499998,0.2992589339050001,0.2647769112699994,0.23238869960500005,0.20256136446250111,0.17412740876499921,0.14312056916250018,0.11687399574500011,0.09209092206750018,0.06953210428000008
-2.0,10.0,3.5,1.0,0.964673027,0.928238581,0.873551028,0.824070223,0.768204455,0.716686357,0.659220183,0.609967256,0.571678495,0.532448716,0.506327652,0.4741285,0.440738398,0.411194671,0.373765455,0.334280454,0.297145236,0.263065785,0.230952014,0.200576494,0.17165641,0.140381128,0.114560127,0.090232511,0.067405128
-2.0,10.0,4.0,1.0,0.9644202971300031,0.9277565843574986,0.8732886625225024,0.8238977188849991,0.7677373765424957,0.7164668287574972,0.6591728992775007,0.6104284515175022,0.5728923554549967,0.5339890527600022,0.5073984028525012,0.4750426446375035,0.4411688951875,0.4116299407500019,0.3742084527125005,0.33436188130249883,0.29697978344250037,0.26269531127999884,0.2301010979525001,0.19998885054750132,0.17130723617999924,0.14016281283000023,0.11436584231249995,0.09015814320250007,0.06777992508750015
-2.0,10.0,4.5,1.0,0.9638445158100026,0.926418389007496,0.8711761601975,0.8210237415099998,0.7636111411699968,0.711716776269999,0.6541586179524975,0.6047427925925022,0.5673860505124986,0.5272830111300023,0.5008744428399988,0.4686370029775028,0.43457728235499987,0.4055139116225023,0.3687224600725007,0.32933750718499843,0.29307136063999895,0.2585569117449991,0.22705685250750085,0.19742273594500082,0.1684864266074999,0.13785409292999945,0.11180069890250033,0.08737418597999971,0.06403633294499984
-2.0,10.0,5.0,1.0,0.964673027,0.927950964,0.872743562,0.822558066,0.765882923,0.713533463,0.655264336,0.605493512,0.56661398,0.526971,0.50049047,0.468086429,0.434663551,0.405242414,0.36806437,0.32879881,0.291930384,0.257972814,0.225912101,0.195552723,0.166699592,0.135500644,0.109764998,0.085531296,0.06280584
-2.0,12.5,0.0,1.0,0.965847946102502,0.9313094686824935,0.8787540599800048,0.831626305190001,0.7786316665224992,0.73017156065,0.6749883770299973,0.6293544575675011,0.5927606897375017,0.5562247746575025,0.5301523108474968,0.49590018525250174,0.4628758429425009,0.4305327905525016,0.3924336764925014,0.3516183224125011,0.31316396557749876,0.2790777960299995,0.24621898202,0.21600219372250057,0.18628388888500008,0.15398652851749883,0.12754296309999963,0.10246924496500016,0.07907516785999956
